date,original,trend,seasonal,residual
2025-09-24,48.8012,,,
2025-09-25,48.6573,,,
2025-09-26,48.7118,,,
2025-09-27,48.7118,,,
2025-09-28,48.7118,,,
2025-09-29,48.4059,,,
2025-09-30,48.4408,,,
2025-10-01,48.3028,,,
2025-10-02,48.3734,,,
2025-10-03,48.5039,,,
2025-10-04,48.5039,,,
2025-10-05,48.5039,,,
2025-10-06,48.3818,,,
2025-10-07,48.2696,,,
2025-10-08,48.1742,,,
2025-10-09,48.1386,,,
2025-10-10,48.2053,,,
2025-10-11,48.2053,,,
2025-10-12,48.2053,,,
2025-10-13,48.1094,,,
2025-10-14,48.1347,,,
2025-10-15,48.2354,,,
2025-10-16,48.5301,,,
2025-10-17,48.5224,,,
2025-10-18,48.5224,,,
2025-10-19,48.5224,,,
2025-10-20,48.7624,,,
2025-10-21,48.663,,,
2025-10-22,48.4732,,,
2025-10-23,48.369,,,
2025-10-24,48.5502,,,
2025-10-25,48.5502,,,
2025-10-26,48.5502,,,
2025-10-27,48.7668,,,
2025-10-28,48.9742,,,
2025-10-29,48.9784,,,
2025-10-30,48.8657,,,
2025-10-31,48.5132,,,
2025-11-01,48.5132,,,
2025-11-02,48.5132,,,
2025-11-03,48.4088,,,
2025-11-04,48.4269,,,
2025-11-05,48.3329,,,
2025-11-06,48.3351,,,
2025-11-07,48.5224,,,
2025-11-08,48.5224,,,
2025-11-09,48.5224,,,
2025-11-10,48.5058,,,
2025-11-11,48.543,,,
2025-11-12,48.6101,,,
2025-11-13,48.6544,,,
2025-11-14,48.8827,,,
2025-11-15,48.8827,,,
2025-11-16,48.8827,,,
2025-11-17,48.9835,,,
2025-11-18,48.7872,,,
2025-11-19,48.7914,,,
,,37.87021566257208,0.005900888578358337,-0.10801655115044184
,,37.90143384885574,0.030984444683427478,-0.04181829353916555
,,37.93247699969295,-0.271861664303493,-0.21251533538946177
,,37.96333727028442,-0.22949419421265543,-0.17974307607176598
,,37.99400941304151,-0.16200713712872072,-0.08590227591279387
,,38.02449076276558,0.04462899754258904,0.002480239691827535
,,38.054780035646814,-0.008951728084230373,0.0257716924374094
,,38.084876202117655,0.01879234092570213,-0.03206854304335849
,,38.114778232418374,-0.05956823404289324,-0.09520999837548061
,,38.14448582073468,0.14022048154802785,0.01729369771729239
,,38.173999970351964,-0.11951473473801372,-0.12008523561395634
,,38.20332251183349,-0.18339898571349425,-0.10012352611999376
,,38.23245719392633,-0.009794474745097495,-0.017662719181231523
,,38.26140987673267,-0.036752274078619904,-0.01965760265404981
,,38.29018801218716,-0.025833306134956047,-0.059354706052204165
,,38.318800858181774,0.017245009968537613,0.2035541318496854
,,38.34725966665981,0.201073431590888,0.18696690174930808
,,38.37557572911161,-0.0013006940140299558,0.11232496490242028
,,38.40376017404561,-0.022869195385476743,0.14230902133986945
,,38.43182482460697,-0.14600658523533305,0.17708176062836145
,,38.45978228293539,-0.3716309418590857,0.3747486589236928
,,38.48764501276241,-0.08724509321123114,0.06250008044882094
,,38.51542304953884,0.05177425598700896,0.032802694474156624
,,38.543125292020704,0.0528334488084587,0.004041259170840306
,,38.5707572132371,0.03128303786595521,-0.024040251103052412
,,38.598311550613225,0.14214547905850003,0.18684297032827857
,,38.62574326194526,0.11019693117593082,0.11815980687881478
,,38.65291187742833,0.19570384054891155,0.005484282022763409
,,38.6794950623611,0.13392648710417243,0.04067845053473462
,,38.704971678093855,0.18868425998447455,-0.0559559380783341
,,38.72450832162507,-0.010007919379407756,0.07199959775432774
,,38.74363289612022,0.016287953020953573,0.05217915085882652
,,38.762547745513196,-0.18232118136000627,0.2903734358468171
,,38.781437158779575,-0.1346757119139407,0.24943855313436814
,,38.800435615770716,-0.071529357851278,0.16729374208055958
,,38.81964028080775,0.07135434813428723,0.0052053710579684775
,,38.83912270228028,0.01653670251356936,-0.021659404793844317
,,38.85894210161733,0.00415331405090235,-0.0198954156682305
,,38.87915600429667,-0.028405937748467648,0.034449933451796255
,,38.899818422267344,0.09068217105749572,-0.04680059332483921
,,38.920995356862534,-0.07068026711351318,0.10068491025098325
,,38.94274943616269,-0.09256324674430658,0.10081381058161298
,,38.965117537665826,0.05392623101788864,-0.0680437686837152
,,38.98811132624097,-0.023721467583330637,0.07261014134235921
,,39.011700029255685,-0.0008945884180223337,-0.0067054408376634456
,,39.03579594254377,0.03860175056347169,-0.5365976931072467
,,39.06027982800918,0.17768725318179054,-0.44786708119096375
,,39.08506049155218,0.07165802402681536,-0.37941851557899753
,,39.11009897633031,0.039807161547634085,-0.37260613787795194
,,39.13538796545649,-0.16011781158160998,-0.19797015387488415
,,39.16094769725347,-0.3483138085142189,-0.43933388873924883
,,39.18682011716048,-0.12279168495058523,0.0186715677901077
,,39.21301038176724,-0.024944072403929013,0.008033690636686686
,,39.23946055619785,-0.004596452692487299,0.03793589649463769
,,39.266055483665816,0.031596436889946754,0.05934807944423426
,,39.292645118187046,0.10615569541694682,-0.04180081360399157
,,39.31907792351958,0.007492047804930256,0.030430028675489496
,,39.34519322487632,0.1066318279683288,0.08427494715535033
,,39.37078359930177,0.05441427413540389,0.13290212656283273
,,39.395627496044554,0.06883431779301291,0.22523818616243574
,,39.41949849901516,-0.03739210801246108,0.20519360899729833
,,39.442153160048946,-0.004911820128987118,0.0842586600800459
,,39.46334048845641,-0.0953018496723568,0.15346136121595322
,,39.48284548895099,-0.04638704241866212,0.08504155346767561
,,39.500490964497935,0.01852930649602584,0.03907972900604051
,,39.51611281066403,0.09788469489697173,0.13790249443899683
,,39.529559466114776,0.04441947710247891,0.14862105678274418
,,39.540675467466635,-0.016031946910902324,0.2382564794442672
,,39.549295422019874,-0.005392540180223747,0.29939711816034986
,,39.555253783357315,0.04474984000226985,0.2432963766404157
,,39.55840155777484,-0.02358972047277508,0.3084881626979339
,,39.55862801985456,-0.006332003264671204,0.19590398341011195
,,39.555859850028355,0.10282125926901353,0.2175188907026282
,,39.5500705999185,-0.007702489733653612,0.05233188981515724
,,39.54134244871129,0.014819443145776072,0.2761381081429306
,,39.529885283030104,0.0422926168080463,0.6002221001618508
,,39.51594073286141,0.14429617276164397,0.5121630943769517
,,39.499741039284416,0.12839130923938158,0.5442676514762042
,,39.48149604068399,0.08751060726107004,0.4168933520549345
,,39.46138379134592,-0.16536102964307314,0.10847723829715505
,,39.43956844520212,-0.3145225225414662,0.023454077339344792
,,39.416191334129564,-0.14735435583623951,-0.012436978293322909
,,39.391396939439005,-0.0941153583278679,0.08531841888886049
,,39.36535177995743,-0.05810208166053255,0.07535030170310364
,,39.3382333875537,0.027020636392687813,0.017345976053611878
,,39.31022521459825,0.07986453472857719,-0.3256897493268269
,,39.28151783801685,-0.0745062296335789,-0.10971160838327876
,,39.252340553742606,0.028459195178460992,0.05970025107892951
,,39.2229481755824,-0.005441515270824232,-0.09460666031157672
,,39.19356153677608,-0.03709904408950029,-0.05186249268658116
,,39.164381290141,-0.07611277494403622,0.01633148480303248
,,39.1356026363299,-0.037770989871402955,0.006768353541502847
,,39.10741906805205,-0.03758605135904196,-0.23213301669301245
,,39.080047040720586,0.010383708589782412,-0.0662307493103711
,,39.05374752856188,0.08654730580242252,-0.1562948343642958
,,39.028816810701954,0.12127029697084481,-0.2172871076727958
,,39.005568168685265,0.07542525897847172,-0.25789342766373835
,,38.984331904193404,-0.033572853726317284,-0.1276590504670878
,,38.96543909952402,0.01489542570799476,-0.15723452523202042
,,38.94919266831765,0.01254252795835796,-0.32153519627600957
,,38.935816204168304,0.019803181444219296,-0.3446193856125248
,,38.92546718347101,0.0700718543144077,-0.17243903778541636
,,38.91825345474056,0.14684078336824866,0.010305761891196141
,,38.91422117047983,0.006705344659571734,-0.13622651513939843
,,38.9133172544131,0.03025038941770911,-0.15886764383080987
,,38.915407674014965,0.09693536189314586,-0.22764303590810897
,,38.9203384645934,0.1611135826254555,-0.27665204721885317
,,38.927952362016164,0.22345867992702267,-0.2388110419431868
,,38.93810448287221,0.1732159327602612,-0.09812041563247931
,,38.950671156003665,-0.13265101684701933,-0.2509201391566407
,,38.96552588358595,-0.21983220348794447,-0.12559368009799954
,,38.9825290094682,-0.1521494575543765,-0.2102795519138212
,,39.00154725097888,-0.14066369510603646,-0.24078355587284506
,,39.02246812534348,-0.09488933265509959,-0.18497879268837636
,,39.04520619617347,0.02780767801622026,0.03158612581030695
,,39.06967895422309,0.0723722808899701,0.1307487648869312
,,39.095752872635174,-0.1260221352344314,-0.35143073740074726
,,39.12325467544934,-0.027914724507373808,-0.3783399509419638
,,39.15203943061769,-0.04280387637603503,-0.39223555424165824
,,39.182000694094185,-0.13091864382165763,-0.3340820502725279
,,39.21306279820561,-0.12118734525645636,-0.23957545294915406
,,39.245189580607864,-0.0830602662402351,-0.013629314367626932
,,39.278358306602314,-0.0521224266865081,0.1965641200841972
,,39.31251168178962,-0.010837528126940301,0.12472584633731998
,,39.347545762553914,0.08071867325525812,0.3382355641908319
,,39.38332032300936,0.08685286069776127,0.2963268162928827
,,39.41965288505764,0.07281470418897411,0.27403241075339224
,,39.45631795244038,-0.061368636535133865,-0.08734931590524297
,,39.49308823432516,-0.006801827560371523,-0.09638640676478616
,,39.52976665533801,-0.006138458546521491,0.08747180320851555
,,39.56618751382277,0.014699361210221957,0.118013124967014
,,39.6021991130781,0.06494141326792983,0.11405947365396685
,,39.637660403516364,0.09389275488874903,0.049646841594885416
,,39.67245743125752,-0.0002691815954723878,0.10901175033794885
,,39.70649050709685,-0.025210966677952154,0.05602045958109869
,,39.7396538765747,0.07906423904949497,-0.0577181156241906
,,39.771847600175484,0.14199979911340094,-0.04854739928888563
,,39.80297023141536,0.2280719998137394,-0.01584223122910089
,,39.83294723086852,0.17711900102059885,-0.09546623188911951
,,39.8617475839923,-0.06355782479698799,0.11641024080469009
,,39.889360280182245,-0.04361917723473824,0.06885889705249326
,,39.915798788777906,-0.09561446828425431,0.09441567950634777
,,39.941080523914835,-0.12385889055012571,0.007778366635292855
,,39.96521352895546,-0.09829662824482649,0.01658309928936319
,,39.988190780746706,0.022056532515547653,-0.06814731326225143
,,40.01003405420649,0.11665871428222171,0.1372072315112831
,,40.030816211249544,-0.07690406322592273,0.30998785197638057
,,40.05059978578412,-0.04284335951715995,0.2561435737330342
,,40.06939818415172,-0.008136399204733502,0.3561382150530079
,,40.08715426485823,-0.1481954220703222,0.20424115721209546
,,40.10373289467919,-0.14049697133903202,0.14336407665984297
,,40.11893107537744,-0.057590228172335105,-0.09364084720510135
,,40.13250528123281,-0.004372656124918371,-0.06173262510788646
,,40.14420961856172,0.0056949716284845015,-0.08350459019020207
,,40.153800458103376,0.09581852350520532,-0.18321898160858296
,,40.161079875258245,0.08950238375574447,-0.1000822590139876
,,40.1659237382573,0.09935556698629767,-0.03617930524359281
,,40.16828212402569,-0.049879182120976764,0.1673970580952897
,,40.16811711860207,-0.04489260766415183,0.26857548906208706
,,40.16538603207202,-0.010186250637527575,0.19090021856550266
,,40.16006051432403,0.032203987353152476,0.15383549832282029
,,40.15215367889343,0.03054563718174267,0.1634006839248272
,,40.141722109039875,0.014462940819587107,-0.023985049859462038
,,40.12885952784044,-0.03945574220163954,0.17989621436120018
,,40.113702277417765,-0.07935552667967226,0.07225324926190524
,,40.09643078087878,-0.03522691388920686,0.30869613301042875
,,40.07724016037158,0.037955207795884585,0.37900463183253663
,,40.05633588205194,0.1295339704282315,0.30833014751982546
,,40.03392502763511,0.03473579533429284,0.4255391770306005
,,40.01019580393364,-0.08951613203798504,0.3395203281043422
,,39.9853379853886,-0.032282367251569986,0.3949443818629703
,,39.95952628406034,-0.0946376246767566,0.22341134061641554
,,39.93291835182856,-0.13982408135972976,0.25130572953116825
,,39.905655906267796,-0.11673944762999597,0.18238354136219925
,,39.87786240360879,-0.024754005965309526,0.11819160235651793
,,39.84962423816789,0.06572803611306055,0.05594772571905082
,,39.821000720885856,0.039708567923470446,-0.032009288809327074
,,39.79205491545834,0.034949783008189315,-0.056804698466521586
,,39.76285648327947,0.0951870702692726,-0.04764355354874539
,,39.73350416144048,-0.024479869457127407,-0.11432429198335115
,,39.7041360564896,-0.03703471793955986,-0.1200013385500398
,,39.674933294584505,0.08896266538249122,-0.2167959599669942
,,39.64609860862432,0.08514920794696423,-0.18414781657128287
,,39.6178617423658,0.0754806461950463,-0.17544238856084604
,,39.59049836968912,0.11454651075885008,-0.1359448804479726
,,39.56428643121604,0.14136462274533618,-0.3084510539613774
,,39.53948310323952,0.12685926279037335,-0.256342366029898
,,39.516323208013745,0.03394012955681842,-0.3066633375705621
,,39.49505361938403,-0.05969849607556815,-0.1917551233084609
,,39.475951166749724,-0.011273126954319914,-0.22107803979540108
,,39.45929943123634,0.0650285709938544,-0.2076280022301944
,,39.44534220495318,0.022742688158594787,-0.29218489311177365
,,39.43427726260471,-0.008373206073133783,-0.14570405653157792
,,39.42622958391853,-0.08944207160466565,-0.28148751231385916
,,39.42125462113758,-0.10619314703937358,-0.16286147409820728
,,39.41933142628277,-0.13855316829732517,-0.12857825798543843
,,39.420393916041135,-0.05910437892550434,-0.20908953711563072
,,39.42433084417635,-0.00839649616980624,-0.06993434800654796
,,39.43096694073689,-0.1130795793710982,-0.22418736136579298
,,39.44009095140808,-0.1742812436715586,-0.21420970773652215
,,39.45147136982773,-0.11618561865632805,-0.15018575117139932
,,39.464878338258934,-0.14816807388212677,-0.0548102643768118
,,39.48008574965971,-0.19223307059366015,-0.025952679066051587
,,39.496872380553754,-0.13555334092946883,-0.09941903962428711
,,39.515020708615,-0.04704387357116015,-0.05977683504383435
,,39.5343283332648,-0.002733898451833963,-0.17459443481296688
,,39.55462202468824,0.13998331115325952,-0.2225053358415039
,,39.57575359295676,0.12642197920345866,-0.19527557216021307
,,39.597616474252085,0.14777193348064296,-0.17628840773272714
,,39.620181085888426,0.10872398381380478,-0.15980506970223018
,,39.64347623228981,0.09498581098447002,-0.16936204327427617
,,39.66757112293768,0.23828281719142663,0.17514605987089737
,,39.6925630305185,0.17115803353074652,0.07467893595075736
,,39.71855461471553,0.1650888936748493,0.08035649160962066
,,39.74563596121138,0.16215288269930267,0.04161115608931709
,,39.7738759829544,0.21060259657535174,0.2007214204702521
,,39.803299522602174,0.130324731684976,0.2515757457128487
,,39.833879347657486,0.045400988908309826,0.30591966343420296
,,39.86551807151763,-0.09573223250486797,0.004014160987239279
,,39.89804832490803,-0.043754964332282556,0.0695066394242474
,,39.9312574600675,0.07224692668417107,0.01899561324832888
,,39.96489809605868,0.01648477897189652,0.022817124969421343
,,39.99869955444158,0.022606567511846455,-0.020706121953423917
,,40.03240913442769,-0.13953034340705772,0.10772120897937043
,,40.065793839149556,-0.0856259133021404,0.020432074152580526
,,40.09863615296808,-0.19967837763175145,-0.2037577753363351
,,40.13070982557441,-0.1374105966562324,-0.1389992289181734
,,40.16178257576233,-0.1256253600386341,-0.18185721572369573
,,40.19163602967876,-0.2203479190691429,-0.18648811060962345
,,40.22005582414486,-0.24843322907673546,-0.12832259506811994
,,40.24682869818997,-0.2251964482197522,-0.17833224997021802
,,40.271770137938255,-0.18488452732063493,-0.24358561061762174
,,40.294753495985574,-0.24569306893251594,-0.22766042705305978
,,40.31573220257225,-0.15420896391793598,-0.09882323865431175
,,40.334742931582156,-0.04207829580926773,-0.12566463577288545
,,40.3518922526418,-0.022266126783947238,-0.04932612585785279
,,40.367336723223175,0.1689482139621842,0.3218150628146432
,,40.381264788726426,0.15635906915509867,0.32047614211847275
,,40.39386084401753,0.13358783044294584,0.33065132553952026
,,40.405265932528124,0.15654605440681693,0.4864880130650562
,,40.41555196434106,0.1504770243501651,0.5151710113087731
,,40.424695789525934,0.28724979649987087,0.43865441397419147
,,40.43261320027618,0.18654352787503625,0.3925432718487798
,,40.43916833540625,0.19081754692690084,0.35971411766684724
,,40.44417263048599,0.1820778460690688,0.36344952344494175
,,40.447402731586145,0.2699663588535516,0.2723309095603028
,,40.44862708288163,0.13677096654302354,0.078901950575343
,,40.44762807904342,0.030952671862598265,0.1052192490939774
,,40.444241947863695,-0.09054071506880224,0.050898767205111994
,,40.438343813934274,-0.032277313160288375,0.049733499226015
,,40.429836791172335,0.0794820715725075,0.21348113725515816
,,40.41866795511956,0.01648808089321849,0.2876439639872217
,,40.40482130848916,0.013491436517650167,0.30448725499319096
,,40.3883098261441,-0.13586141425678874,0.005951588112687034
,,40.36919593465317,-0.030442925161884564,-0.014553009491287128
,,40.34761237924676,-0.16959416639295632,-0.044018212853806915
,,40.323759459225585,-0.09972290584866149,-0.07903655337692328
,,40.29791993988451,-0.13912744861594487,-0.16739249126856492
,,40.27044400033342,-0.22335297502584497,-0.05569102530757419
,,40.241728695873284,-0.22588069293906882,-0.02444800293421423
,,40.21221516158167,-0.25234511312282176,0.04252995154115524
,,40.18235176036308,-0.181073885208512,0.16202212484542855
,,40.15253929397866,-0.25610142580535183,0.11696213182668913
,,40.1230875476131,-0.1430240956718898,0.13933654805878604
,,40.094213198974124,-0.061716423619681056,0.2515032246455533
,,40.06602224139846,-0.021255698656058523,0.2392334572575976
,,40.038505886706524,0.17075431293031237,0.07473980036316163
,,40.011584667895654,0.16298613904684112,0.0399291930575032
,,39.98512407855911,0.13947159364485173,-0.11859567220395917
,,39.958948297906474,0.1797467277064608,-0.1728950256129309
,,39.93288221640054,0.14671967194607635,-0.16860188834661471
,,39.906786261585445,0.20684097646431793,-0.27212723804976235
,,39.88055851458923,0.12366609765321328,-0.1627246122424424
,,39.85414154202165,0.1460288906110428,-0.15867043263268954
,,39.8275111132606,0.16776461255790043,-0.2707757258185026
,,39.80065810898633,0.24639126145380824,-0.15804937044013911
,,39.773594181801315,0.08885460143959059,-0.053848783240908915
,,39.746345876090004,0.006731687408146761,-0.21877756349815058
,,39.71893937421231,-0.027594638927067996,-0.036344735285240404
,,39.69138097012882,0.028855603460898212,-0.06523657358971491
,,39.663659868469296,0.08430757646584355,-0.09296744493514097
,,39.635774543015316,0.009206802704809523,-0.13988134572012711
,,39.60776077436856,-0.02843519593031373,-0.0633255784382456
,,39.5797109614994,-0.13275234322012938,0.06904138172072294
,,39.551740076314445,-0.032180126360373505,0.27074005004593005
,,39.52395256977024,-0.09335485728604323,0.30850228751580744
,,39.496431442305415,-0.013964436526463495,0.2566329942210501
,,39.469221237689155,-0.12719672917262936,0.3970754914834771
,,39.44231534614203,-0.15794847915868135,0.33773313301665553
,,39.41567193136669,-0.14649951814870626,0.22852758678202179
,,39.38920300290888,-0.1702689878272355,0.03376598491835381
,,39.36276518119312,-0.09872558787025015,0.021560406677131994
,,39.33620170228702,-0.16491609027649654,-0.024585612010518787
,,39.30936534315963,-0.09345024875019871,-0.0692150944094223
,,39.282127012895316,-0.07300794824162457,-0.06241906465368885
,,39.25441029072967,-0.015013945568317602,-0.11469634516135585
,,39.226213540734086,0.08700670091877678,-0.11532024165286714
,,39.197588369699226,0.0819153434281697,-0.08890371312739376
,,39.16864018382872,0.06631523467582216,0.03244458149546148
,,39.13950958824538,0.08548110529774028,0.013109306456883019
,,39.11035569107242,0.029237940794131126,0.09850636813344948
,,39.08134616993459,0.07757000394139074,0.07918382612402297
,,39.052629673971715,0.05701319995668791,-0.1494428739284004
,,39.02430448209851,0.09188288319050197,-0.12308736528900965
,,38.996433752850656,0.13117528769792178,0.026390959451426
,,38.96907893349453,0.17643711100902318,-0.006116044503549745
,,38.94231551791389,0.07864248197115327,-0.12655799988504413
,,38.91624003448378,0.03169818653670539,-0.05353822102048866
,,38.89094977762517,0.057407382530996004,-0.05395716015616614
,,38.86655184780246,0.10540844439148504,-0.07396029219394507
,,38.843160621849044,0.05991217734587917,-0.030672799194924494
,,38.820887509938146,-0.039084200950119184,-0.02090330898802506
,,38.79981752543766,-0.07891513100708317,-0.17030239443057127
,,38.77997008424595,-0.08594429715785856,-0.13972578708809635
,,38.761303280231466,-0.008750756982655757,-0.19825252324881149
,,38.74374530258026,0.02774366098462893,-0.2171889635648867
,,38.72719522071069,0.060922850364122476,-0.04731807107481245
,,38.71151771764781,-0.09324492157946648,-0.10057279606834157
,,38.69658843971828,-0.06053725342515205,-0.30975118629312703
,,38.68231694871946,-0.06520298583347381,-0.18831396288598512
,,38.66865180165591,-0.08568273069545142,-0.042369070960461386
,,38.6556037266747,-0.0502825715906407,-0.06472115508405807
,,38.64323814001655,-0.1108865084198906,0.008248368403336315
,,38.63165739958754,-0.13189978345892872,0.15354238387138963
,,38.62098544930091,-0.17196063917330592,0.03367518987239748
,,38.611347794442175,-0.12436687750670153,0.11791908306452825
,,38.602835728145635,-0.0858317688226106,0.12239604067697485
,,38.59549615511495,-0.08785497123338587,0.13455881611843523
,,38.589331576298456,-0.05953867157462846,0.11240709527617554
,,38.58430973887004,-0.06171491808226733,0.11960517921222902
,,38.58036961296053,-0.037285546410469494,-0.26488406655006713
,,38.577440255105024,0.06932518166871633,-0.36616543677374125
,,38.575471431929756,0.048526388763727085,-0.07369782069348219
,,38.57444588575684,0.07885511904436493,-0.044301004801198474
,,38.57439486121483,0.12297666928963935,-0.04627153050446964
,,38.57538504313958,0.15054394094345375,-0.07482898408304095
,,38.577496526193116,0.12345448414969407,-0.04985101034281314
,,38.58079267870252,0.1428016284780646,-0.02029430718058478
,,38.58531261430099,0.13005503053836676,0.045932355160644533
,,38.59108240119579,0.14811137917291653,0.1699062196312937
,,38.598111137265775,0.057533107342172166,-0.03854424460794803
,,38.606388347525666,-0.040011698938543665,-0.09767664858712521
,,38.61589418002005,-0.10163953048325908,-0.04555464953678978
,,38.62660442056717,0.012867283706351713,-0.17077170427351973
,,38.638502310822176,0.10040967162285744,-0.36151198244503036
,,38.65159230326459,0.17186281775035875,-0.2610551210149552
,,38.66590705978992,0.14118127349410803,-0.26198833328403026
,,38.68151554734694,-0.04138211950501773,-0.4090334278419263
,,38.69850559476188,0.01029409391410753,-0.03849968867599074
,,38.716930749006146,-0.03638370750595569,-0.010247041500193177
,,38.736808576626274,-0.045266550799417216,-0.02124202582685797
